"last_name","first_name","state","party","chamber"
"Carter","Buddy","GA","R","District 1"
"Carter","John","TX","R","District 31"
"Cartwright","Matt","PA","D","District 17"
"Castor","Kathy","FL","D","District 14"
"Castro","Joaquin","TX","D","District 20"
"Chabot","Steve","OH","R","District 1"
"Cheney","Liz","WY","R","District 1"
"Chu","Judy","CA","D","District 27"
"Cicilline","David","RI","D","District 1"
"Clark","Katherine","MA","D","District 5"
"Clarke","Yvette","NY","D","District 9"
"Clay","William L Jr","MO","D","District 1"
"Cleaver","Emanuel","MO","D","District 5"
"Cloud","Michael","TX","R","District 27"
"Clyburn","James E","SC","D","District 6"
"Coffman","Mike","CO","R","District 6"
"Cohen","Steve","TN","D","District 9"
"Cole","Tom","OK","R","District 4"
"Coleman","Bonnie Watson","NJ","D","District 12"
"Collins","Chris","NY","R","District 27"
"Collins","Doug","GA","R","District 9"
"Comer","James","KY","R","District 1"
"Comstock","Barbara","VA","R","District 10"
"Conaway","Mike","TX","R","District 11"
"Connolly","Gerry","VA","D","District 11"
"Cook","Paul","CA","R","District 8"
"Cooper","Jim","TN","D","District 5"
"Correa","Lou","CA","D","District 46"
"Costa","Jim","CA","D","District 16"
"Costello","Ryan","PA","R","District 6"
"Courtney","Joe","CT","D","District 2"
"Cramer","Kevin","ND","R","District 1"
"Crawford","Rick","AR","R","District 1"
"Crist","Charlie","FL","D","District 13"
"Crowley","Joseph","NY","D","District 14"
"Cuellar","Henry","TX","D","District 28"
"Culberson","John","TX","R","District 7"
"Cummings","Elijah E","MD","D","District 7"
"Curbelo","Carlos","FL","R","District 26"
"Curtis","John","UT","R","District 3"
"Davidson","Warren","OH","R","District 8"
"Davis","Danny K","IL","D","District 7"
"Davis","Rodney","IL","R","District 13"
"Davis","Susan","CA","D","District 53"
"DeFazio","Peter","OR","D","District 4"
"DeGette","Diana","CO","D","District 1"
"Delaney","John K","MD","D","District 6"
"DeLauro","Rosa","CT","D","District 3"
"DelBene","Suzan","WA","D","District 1"
"Demings","Val","FL","D","District 10"
"Denham","Jeff","CA","R","District 10"
"Desaulnier","Mark","CA","D","District 11"
"Desjarlais","Scott","TN","R","District 4"
"Deutch","Ted","FL","D","District 22"
"Diaz-Balart","Mario","FL","R","District 25"
"Dingell","Debbie","MI","D","District 12"
"Doggett","Lloyd","TX","D","District 35"
"Donovan","Dan","NY","R","District 11"
"Doyle","Mike","PA","D","District 14"
"Duffy","Sean P","WI","R","District 7"
"Duncan","Jeff","SC","R","District 3"
"Duncan","John J Jr","TN","R","District 2"
"Dunn","Neal","FL","R","District 2"
"Ellison","Keith","MN","D","District 5"
"Emmer","Tom","MN","R","District 6"
"Engel","Eliot","NY","D","District 16"
"Eshoo","Anna","CA","D","District 18"
"Espaillat","Adriano","NY","D","District 13"
"Estes","Ron","KS","R","District 4"
"Esty","Elizabeth","CT","D","District 5"
"Evans","Dwight","PA","D","District 2"
"Faso","John","NY","R","District 19"
"Ferguson","Drew","GA","R","District 3"
"Fitzpatrick","Brian","PA","R","District 8"
"Fleischmann","Chuck","TN","R","District 3"
"Flores","Bill","TX","R","District 17"
"Fortenberry","Jeff","NE","R","District 1"
"Foster","Bill","IL","D","District 11"
"Foxx","Virginia","NC","R","District 5"
"Frankel","Lois","FL","D","District 21"
"Frelinghuysen","Rodney","NJ","R","District 11"
"Fudge","Marcia","OH","D","District 11"
"Gabbard","Tulsi","HI","D","District 2"
"Gaetz","Matt","FL","R","District 1"
"Gallagher","Mike","WI","R","District 8"
"Gallego","Ruben","AZ","D","District 7"
"Garamendi","John","CA","D","District 3"
"Garrett","Tom","VA","R","District 5"
"Gianforte","Greg","MT","R","District 1"
"Gibbs","Bob","OH","R","District 7"
"Gohmert","Louis B Jr","TX","R","District 1"
"Gomez","Jimmy","CA","D","District 34"
"Gonzalez","Vicente","TX","D","District 15"
"Goodlatte","Bob","VA","R","District 6"
"Gosar","Paul","AZ","R","District 4"
"Gottheimer","Josh","NJ","D","District 5"
"Gowdy","Trey","SC","R","District 4"
"Granger","Kay","TX","R","District 12"
"Graves","Garret","LA","R","District 6"
"Graves","Sam","MO","R","District 6"
"Graves","Tom","GA","R","District 14"
"Green","Al","TX","D","District 9"
"Green","Gene","TX","D","District 29"
"Griffith","Morgan","VA","R","District 9"
"Grijalva","Raul M","AZ","D","District 3"
"Grisham","Michelle Lujan","NM","D","District 1"
"Grothman","Glenn","WI","R","District 6"
"Guthrie","Brett","KY","R","District 2"
"Gutierrez","Luis V","IL","D","District 4"
"Hanabusa","Colleen","HI","D","District 1"
"Handel","Karen","GA","R","District 6"
"Harper","Gregg","MS","R","District 3"
"Harris","Andy","MD","R","District 1"
"Hartzler","Vicky","MO","R","District 4"
"Hastings","Alcee","FL","D","District 20"
"Heck","Dennis","WA","D","District 10"
"Hensarling","Jeb","TX","R","District 5"
"Hern","Kevin","OK","R","District 1"
"Hice","Jody","GA","R","District 10"
"Higgins","Brian M","NY","D","District 26"
"Higgins","Clay","LA","R","District 3"
"Hill","French","AR","R","District 2"
"Himes","Jim","CT","D","District 4"
"Holding","George","NC","R","District 2"
"Hollingsworth","Trey","IN","R","District 9"
"Hoyer","Steny H","MD","D","District 5"
"Hudson","Richard","NC","R","District 8"
"Huffman","Jared","CA","D","District 2"
"Huizenga","Bill","MI","R","District 2"
"Hultgren","Randy","IL","R","District 14"
"Hunter","Duncan D","CA","R","District 50"
"Hurd","Will","TX","R","District 23"
"Issa","Darrell","CA","R","District 49"
"Jackson Lee","Sheila","TX","D","District 18"
"Jayapal","Pramila","WA","D","District 7"
"Jeffries","Hakeem","NY","D","District 8"
"Jenkins","Evan","WV","R","District 3"
"Jenkins","Lynn","KS","R","District 2"
"Johnson","Bill","OH","R","District 6"
"Johnson","Eddie Bernice","TX","D","District 30"
"Johnson","Hank","GA","D","District 4"
"Johnson","Mike","LA","R","District 4"
"Johnson","Sam","TX","R","District 3"
"Jones","Brenda","MI","D","District 13"
"Jones","Walter B Jr","NC","R","District 3"
"Jordan","Jim","OH","R","District 4"
"Joyce","David P","OH","R","District 14"
"Kaptur","Marcy","OH","D","District 9"
"Katko","John","NY","R","District 24"
"Keating","Bill","MA","D","District 9"
"Kelly","Mike","PA","R","District 3"
"Kelly","Robin","IL","D","District 2"
"Kelly","Trent","MS","R","District 1"
"Kennedy","Joe III","MA","D","District 4"
"Khanna","Ro","CA","D","District 17"
"Kihuen","Ruben","NV","D","District 4"
"Kildee","Dan","MI","D","District 5"
"Kilmer","Derek","WA","D","District 6"
"Kind","Ron","WI","D","District 3"
"King","Pete","NY","R","District 2"
"King","Steven A","IA","R","District 4"
"Kinzinger","Adam","IL","R","District 16"
"Knight","Steve","CA","R","District 25"
"Krishnamoorthi","Raja","IL","D","District 8"
"Kuster","Ann","NH","D","District 2"
"Kustoff","David","TN","R","District 8"
"Labrador","Raul","ID","R","District 1"
"LaHood","Darin","IL","R","District 18"
"LaMalfa","Doug","CA","R","District 1"
"Lamb","Conor","PA","D","District 18"
"Lamborn","Doug","CO","R","District 5"
"Lance","Leonard","NJ","R","District 7"
"Langevin","Jim","RI","D","District 2"
"Larsen","Rick","WA","D","District 2"
"Larson","John","CT","D","District 1"
"Latta","Bob","OH","R","District 5"
"Lawrence","Brenda","MI","D","District 14"
"Lawson","Al","FL","D","District 5"
"Lee","Barbara","CA","D","District 13"
"Lesko","Debbie","AZ","R","District 8"
"Levin","Sander","MI","D","District 9"
"Lewis","Jason","MN","R","District 2"
"Lewis","John","GA","D","District 5"
"Lieu","Ted","CA","D","District 33"
"Lipinski","Daniel","IL","D","District 3"
"LoBiondo","Frank","NJ","R","District 2"
"Loebsack","David","IA","D","District 2"
"Lofgren","Zoe","CA","D","District 19"
"Long","Billy","MO","R","District 7"
"Loudermilk","Barry","GA","R","District 11"
"Love","Mia","UT","R","District 4"
"Lowenthal","Alan","CA","D","District 47"
"Lowey","Nita M","NY","D","District 17"
"Lucas","Frank D","OK","R","District 3"
"Luetkemeyer","Blaine","MO","R","District 3"
"Lujan","Ben Ray","NM","D","District 3"
"Lynch","Stephen","MA","D","District 8"
"MacArthur","Thomas","NJ","R","District 3"
"Maloney","Carolyn","NY","D","District 12"
"Maloney","Sean Patrick","NY","D","District 18"
"Marchant","Kenny","TX","R","District 24"
"Marino","Tom","PA","R","District 10"
"Marshall","Roger","KS","R","District 1"
"Massie","Thomas","KY","R","District 4"
"Mast","Brian","FL","R","District 18"
"Matsui","Doris","CA","D","District 6"
"McCarthy","Kevin","CA","R","District 23"
"McCaul","Michael","TX","R","District 10"
"McClintock","Tom","CA","R","District 4"
"McCollum","Betty","MN","D","District 4"
"McEachin","Donald","VA","D","District 4"
"McGovern","James P","MA","D","District 2"
"McHenry","Patrick","NC","R","District 10"
"McKinley","David","WV","R","District 1"
"McNerney","Jerry","CA","D","District 9"
"McSally","Martha","AZ","R","District 2"
"Meadows","Mark","NC","R","District 11"
"Meeks","Gregory","NY","D","District 5"
"Meng","Grace","NY","D","District 6"
"Messer","Luke","IN","R","District 6"
"Mitchell","Paul","MI","R","District 10"
"Moolenaar","John","MI","R","District 4"
"Mooney","Alex","WV","R","District 2"
"Moore","Gwen","WI","D","District 4"
"Morelle","Joseph D","NY","D","District 25"
"Moulton","Seth","MA","D","District 6"
"Mullin","Markwayne","OK","R","District 2"
"Murphy","Stephanie","FL","D","District 7"
"Nadler","Jerrold","NY","D","District 10"
"Napolitano","Grace","CA","D","District 32"
"Neal","Richard E","MA","D","District 1"
"Newhouse","Dan","WA","R","District 4"
"Noem","Kristi","SD","R","District 1"
"Nolan","Rick","MN","D","District 8"
"Norcross","Don","NJ","D","District 1"
"Norman","Ralph","SC","R","District 5"
"Norton","Eleanor Holmes","DC","D","At Large"
"Nunes","Devin","CA","R","District 22"
"O'Halleran","Tom","AZ","D","District 1"
"O'Rourke","Beto","TX","D","District 16"
"Olson","Pete","TX","R","District 22"
"Palazzo","Steven","MS","R","District 4"
"Pallone","Frank Jr","NJ","D","District 6"
"Palmer","Gary","AL","R","District 6"
"Panetta","Jimmy","CA","D","District 20"
"Pascrell","Bill Jr","NJ","D","District 9"
"Paulsen","Erik","MN","R","District 3"
"Payne","Donald M Jr","NJ","D","District 10"
"Pearce","Steve","NM","R","District 2"
"Pelosi","Nancy","CA","D","District 12"
"Perlmutter","Ed","CO","D","District 7"
"Perry","Scott","PA","R","District 4"
"Peters","Scott","CA","D","District 52"
"Peterson","Collin","MN","D","District 7"
"Pingree","Chellie","ME","D","District 1"
"Pittenger","Robert","NC","R","District 9"
"Plaskett","Stacey","VI","D","At Large"
"Pocan","Mark","WI","D","District 2"
"Poe","Ted","TX","R","District 2"
"Poliquin","Bruce","ME","R","District 2"
"Polis","Jared","CO","D","District 2"
"Posey","Bill","FL","R","District 8"
"Price","David","NC","D","District 4"
"Quigley","Mike","IL","D","District 5"
"Radewagen","Amata Coleman","AS","R","At Large"
"Raskin","Jamie","MD","D","District 8"
"Ratcliffe","John","TX","R","District 4"
"Reed","Tom","NY","R","District 23"
"Reichert","Dave","WA","R","District 8"
"Renacci","Jim","OH","R","District 16"
"Rice","Kathleen","NY","D","District 4"
"Rice","Tom","SC","R","District 7"
"Richmond","Cedric","LA","D","District 2"
"Roby","Martha","AL","R","District 2"
"Rochester","Lisa Blunt","DE","D","District 1"
"Rodgers","Cathy McMorris","WA","R","District 5"
"Roe","Phil","TN","R","District 1"
"Rogers","Hal","KY","R","District 5"
"Rogers","Mike D","AL","R","District 3"
"Rohrabacher","Dana","CA","R","District 48"
"Rokita","Todd","IN","R","District 4"
"Rooney","Francis","FL","R","District 19"
"Rooney","Tom","FL","R","District 17"
"Ros-Lehtinen","Ileana","FL","R","District 27"
"Rosen","Jacky","NV","D","District 3"
"Roskam","Peter","IL","R","District 6"
"Ross","Dennis","FL","R","District 15"
"Rothfus","Keith J","PA","R","District 12"
"Rouzer","David","NC","R","District 7"
"Roybal-Allard","Lucille","CA","D","District 40"
"Royce","Ed","CA","R","District 39"
"Ruiz","Raul","CA","D","District 36"
"Ruppersberger","Dutch","MD","D","District 2"
"Rush","Bobby","IL","D","District 1"
"Russell","Steven","OK","R","District 5"
"Rutherford","John","FL","R","District 4"
"Ryan","Paul","WI","R","District 1"
"Ryan","Tim","OH","D","District 13"
"Sanchez","Linda","CA","D","District 38"
"Sanford","Mark","SC","R","District 1"
"Sarbanes","John","MD","D","District 3"
"Scalise","Steve","LA","R","District 1"
"Scanlon","Mary Gay","PA","D","District 7"
"Schakowsky","Jan","IL","D","District 9"
"Schiff","Adam","CA","D","District 28"
"Schneider","Brad","IL","D","District 10"
"Schrader","Kurt","OR","D","District 5"
"Schultz","Debbie Wasserman","FL","D","District 23"
"Schweikert","David","AZ","R","District 6"
"Scott","Austin","GA","R","District 8"
"Scott","Bobby","VA","D","District 3"
"Scott","David","GA","D","District 13"
"Sensenbrenner","Jim","WI","R","District 5"
"Serrano","Jose E","NY","D","District 15"
"Sessions","Pete","TX","R","District 32"
"Sewell","Terri","AL","D","District 7"
"Shea-Porter","Carol","NH","D","District 1"
"Sherman","Brad","CA","D","District 30"
"Shimkus","John","IL","R","District 15"
"Shuster","Bill","PA","R","District 9"
"Simpson","Mike","ID","R","District 2"
"Sinema","Kyrsten","AZ","D","District 9"
"Sires","Albio","NJ","D","District 8"
"Smith","Adam","WA","D","District 9"
"Smith","Adrian","NE","R","District 3"
"Smith","Chris","NJ","R","District 4"
"Smith","Jason","MO","R","District 8"
"Smith","Lamar","TX","R","District 21"
"Smucker","Lloyd","PA","R","District 16"
"Soto","Darren","FL","D","District 9"
"Speier","Jackie","CA","D","District 14"
"Stefanik","Elise","NY","R","District 21"
"Stewart","Chris","UT","R","District 2"
"Stivers","Steve","OH","R","District 15"
"Suozzi","Tom","NY","D","District 3"
"Swalwell","Eric","CA","D","District 15"
"Takano","Mark","CA","D","District 41"
"Taylor","Scott","VA","R","District 2"
"Tenney","Claudia","NY","R","District 22"
"Thompson","Bennie G","MS","D","District 2"
"Thompson","Glenn","PA","R","District 5"
"Thompson","Mike","CA","D","District 5"
"Thornberry","Mac","TX","R","District 13"
"Tipton","Scott","CO","R","District 3"
"Titus","Dina","NV","D","District 1"
"Tonko","Paul","NY","D","District 20"
"Torres","Norma","CA","D","District 35"
"Trott","Dave","MI","R","District 11"
"Tsongas","Niki","MA","D","District 3"
"Turner","Michael R","OH","R","District 10"
"Upton","Fred","MI","R","District 6"
"Valadao","David","CA","R","District 21"
"Vargas","Juan","CA","D","District 51"
"Veasey","Marc","TX","D","District 33"
"Vela","Filemon","TX","D","District 34"
"Velazquez","Nydia","NY","D","District 7"
"Visclosky","Pete","IN","D","District 1"
"Wagner","Ann","MO","R","District 2"
"Walberg","Tim","MI","R","District 7"
"Walden","Greg","OR","R","District 2"
"Walker","Mark","NC","R","District 6"
"Walorski","Jackie","IN","R","District 2"
"Walters","Mimi","CA","R","District 45"
"Walz","Tim","MN","D","District 1"
"Waters","Maxine","CA","D","District 43"
"Weber","Randy","TX","R","District 14"
"Webster","Daniel","FL","R","District 11"
"Welch","Peter","VT","D","District 1"
"Wenstrup","Brad","OH","R","District 2"
"Westerman","Bruce","AR","R","District 4"
"Wild","Susan","PA","D","District 15"
"Williams","Roger","TX","R","District 25"
"Wilson","Frederica","FL","D","District 24"
"Wilson","Joe","SC","R","District 2"
"Wittman","Rob","VA","R","District 1"
"Womack","Steve","AR","R","District 3"
"Woodall","Rob","GA","R","District 7"
"Yarmuth","John","KY","D","District 3"
"Yoder","Kevin","KS","R","District 3"
"Yoho","Ted","FL","R","District 3"
"Young","David","IA","R","District 3"
"Young","Don","AK","R","District 1"
"Zeldin","Lee","NY","R","District 1"
