"last_name","first_name","state","opensecrets_id","bioguide_id","district","Industry_Type","total"
"Clarke","Yvette","NY","N00026961","C001067",9,"+",0
"Clay","Wm.","MO","N00012460","C001049",1,"-",4500
"Clay","Wm.","MO","N00012460","C001049",1,"+",0
"Cleaver","Emanuel","MO","N00026790","C001061",5,"-",1500
"Cleaver","Emanuel","MO","N00026790","C001061",5,"+",3700
"Cloud","Michael","TX","N00041882","C001115",27,"-",6000
"Cloud","Michael","TX","N00041882","C001115",27,"+",0
"Clyburn","James","SC","N00002408","C000537",6,"-",45500
"Clyburn","James","SC","N00002408","C000537",6,"+",0
"Coffman","Mike","CO","N00024753","C001077",6,"-",74200
"Coffman","Mike","CO","N00024753","C001077",6,"+",60550
"Cohen","Steve","TN","N00003225","C001068",9,"-",1000
"Cohen","Steve","TN","N00003225","C001068",9,"+",0
"Cole","Tom","OK","N00025726","C001053",4,"-",48950
"Cole","Tom","OK","N00025726","C001053",4,"+",3950
"Collins","Chris","NY","N00001285","C001092",27,"-",31900
"Collins","Chris","NY","N00001285","C001092",27,"+",355
"Collins","Doug","GA","N00033518","C001093",9,"-",10500
"Collins","Doug","GA","N00033518","C001093",9,"+",0
"Comer","James","KY","N00038260","C001108",1,"-",7500
"Comer","James","KY","N00038260","C001108",1,"+",2500
"Comstock","Barbara","VA","N00036023","C001105",10,"-",55650
"Comstock","Barbara","VA","N00036023","C001105",10,"+",0
"Conaway","K.","TX","N00026041","C001062",11,"-",10500
"Conaway","K.","TX","N00026041","C001062",11,"+",6900
"Connolly","Gerald","VA","N00029891","C001078",11,"-",7500
"Connolly","Gerald","VA","N00029891","C001078",11,"+",0
"Cook","Paul","CA","N00034224","C001094",8,"-",17500
"Cook","Paul","CA","N00034224","C001094",8,"+",2700
"Cooper","Jim","TN","N00003132","C000754",5,"-",1500
"Cooper","Jim","TN","N00003132","C000754",5,"+",0
"Correa","J.","CA","N00037260","C001110",46,"-",14500
"Correa","J.","CA","N00037260","C001110",46,"+",0
"Costa","Jim","CA","N00026341","C001059",21,"-",59750
"Costa","Jim","CA","N00026341","C001059",21,"+",0
"Costello","Ryan","PA","N00031064","C001106",6,"-",-15000
"Costello","Ryan","PA","N00031064","C001106",6,"+",1000
"Courtney","Joe","CT","N00024842","C001069",2,"-",9600
"Courtney","Joe","CT","N00024842","C001069",2,"+",0
"Crawford","Eric","AR","N00030770","C001087",1,"-",7500
"Crawford","Eric","AR","N00030770","C001087",1,"+",0
"Crist","Charlie","FL","N00002942","C001111",13,"-",2000
"Crist","Charlie","FL","N00002942","C001111",13,"+",0
"Crowley","Joseph","NY","N00001127","C001038",14,"-",29000
"Crowley","Joseph","NY","N00001127","C001038",14,"+",1500
"Cuellar","Henry","TX","N00024978","C001063",28,"-",63700
"Cuellar","Henry","TX","N00024978","C001063",28,"+",250
"Culberson","John","TX","N00009738","C001048",7,"-",121620
"Culberson","John","TX","N00009738","C001048",7,"+",6200
"Cummings","Elijah","MD","N00001971","C000984",7,"-",5000
"Cummings","Elijah","MD","N00001971","C000984",7,"+",0
"Curbelo","Carlos","FL","N00035403","C001107",26,"-",21550
"Curbelo","Carlos","FL","N00035403","C001107",26,"+",1000
"Curtis","John","UT","N00041221","C001114",3,"-",21400
"Curtis","John","UT","N00041221","C001114",3,"+",0
"Cárdenas","Tony","CA","N00033373","C001097",29,"-",26000
"Cárdenas","Tony","CA","N00033373","C001097",29,"+",0
"Davidson","Warren","OH","N00038767","D000626",8,"-",2500
"Davidson","Warren","OH","N00038767","D000626",8,"+",0
"Davis","Danny","IL","N00004884","D000096",7,"-",7000
"Davis","Danny","IL","N00004884","D000096",7,"+",0
"Davis","Rodney","IL","N00034784","D000619",13,"-",45450
"Davis","Rodney","IL","N00034784","D000619",13,"+",10500
"Davis","Susan","CA","N00009604","D000598",53,"-",2000
"Davis","Susan","CA","N00009604","D000598",53,"+",1000
"DeFazio","Peter","OR","N00007781","D000191",4,"-",2575
"DeFazio","Peter","OR","N00007781","D000191",4,"+",0
"DeGette","Diana","CO","N00006134","D000197",1,"-",2500
"DeGette","Diana","CO","N00006134","D000197",1,"+",0
"DeLauro","Rosa","CT","N00000615","D000216",3,"-",1500
"DeLauro","Rosa","CT","N00000615","D000216",3,"+",0
"DeSaulnier","Mark","CA","N00030709","D000623",10,"-",6050
"DeSaulnier","Mark","CA","N00030709","D000623",10,"+",1600
"DelBene","Suzan","WA","N00030693","D000617",1,"-",7685
"DelBene","Suzan","WA","N00030693","D000617",1,"+",500
"Demings","Val","FL","N00033449","D000627",10,"-",4000
"Demings","Val","FL","N00033449","D000627",10,"+",0
"Denham","Jeff","CA","N00031593","D000612",10,"-",121877
"Denham","Jeff","CA","N00031593","D000612",10,"+",5287
"Deutch","Theodore","FL","N00031317","D000610",22,"-",3300
"Deutch","Theodore","FL","N00031317","D000610",22,"+",12800
"Diaz-Balart","Mario","FL","N00025337","D000600",26,"-",25300
"Diaz-Balart","Mario","FL","N00025337","D000600",26,"+",0
"Dingell","Debbie","MI","N00036149","D000624",6,"-",15000
"Dingell","Debbie","MI","N00036149","D000624",6,"+",550
"Doggett","Lloyd","TX","N00006023","D000399",37,"-",2700
"Doggett","Lloyd","TX","N00006023","D000399",37,"+",0
"Donovan","Daniel","NY","N00036928","D000625",11,"-",28900
"Donovan","Daniel","NY","N00036928","D000625",11,"+",2000
"Doyle","Michael","PA","N00001373","D000482",18,"-",13000
"Doyle","Michael","PA","N00001373","D000482",18,"+",5400
"Duffy","Sean","WI","N00030967","D000614",7,"-",24900
"Duffy","Sean","WI","N00030967","D000614",7,"+",0
"Duncan","Jeff","SC","N00030752","D000615",3,"-",36500
"Duncan","Jeff","SC","N00030752","D000615",3,"+",2000
"Dunn","Neal","FL","N00037442","D000628",2,"-",6500
"Dunn","Neal","FL","N00037442","D000628",2,"+",0
"Ellison","Keith","MN","N00028257","E000288",5,"-",710
"Ellison","Keith","MN","N00028257","E000288",5,"+",90
"Emmer","Tom","MN","N00035440","E000294",6,"-",16200
"Emmer","Tom","MN","N00035440","E000294",6,"+",10010
"Engel","Eliot","NY","N00001003","E000179",16,"-",18400
"Engel","Eliot","NY","N00001003","E000179",16,"+",2000
"Eshoo","Anna","CA","N00007335","E000215",16,"-",1000
"Eshoo","Anna","CA","N00007335","E000215",16,"+",8400
"Espaillat","Adriano","NY","N00034549","E000297",13,"-",4000
"Espaillat","Adriano","NY","N00034549","E000297",13,"+",0
"Estes","Ron","KS","N00040712","E000298",4,"-",43650
"Estes","Ron","KS","N00040712","E000298",4,"+",15800
"Esty","Elizabeth","CT","N00033217","E000293",5,"-",2700
"Esty","Elizabeth","CT","N00033217","E000293",5,"+",0
"Evans","Dwight","PA","N00038450","E000296",3,"-",2275
"Evans","Dwight","PA","N00038450","E000296",3,"+",0
"Faso","John","NY","N00037288","F000464",19,"-",64220
"Faso","John","NY","N00037288","F000464",19,"+",18486
"Ferguson","A.","GA","N00039090","F000465",3,"-",14250
"Ferguson","A.","GA","N00039090","F000465",3,"+",0
"Fitzpatrick","Brian","PA","N00038779","F000466",1,"-",48896
"Fitzpatrick","Brian","PA","N00038779","F000466",1,"+",5287
"Fleischmann","Charles","TN","N00030815","F000459",3,"-",13500
"Fleischmann","Charles","TN","N00030815","F000459",3,"+",0
"Flores","Bill","TX","N00031545","F000461",17,"-",68300
"Flores","Bill","TX","N00031545","F000461",17,"+",0
"Fortenberry","Jeff","NE","N00026631","F000449",1,"-",6700
"Fortenberry","Jeff","NE","N00026631","F000449",1,"+",1000
"Foster","Bill","IL","N00029139","F000454",11,"-",11450
"Foster","Bill","IL","N00029139","F000454",11,"+",3400
"Foxx","Virginia","NC","N00026166","F000450",5,"-",29000
"Foxx","Virginia","NC","N00026166","F000450",5,"+",500
"Frankel","Lois","FL","N00002893","F000462",22,"-",1500
"Frankel","Lois","FL","N00002893","F000462",22,"+",0
"Frelinghuysen","Rodney","NJ","N00000684","F000372",11,"-",-9856
"Frelinghuysen","Rodney","NJ","N00000684","F000372",11,"+",0
"Fudge","Marcia","OH","N00030490","F000455",11,"-",5000
"Fudge","Marcia","OH","N00030490","F000455",11,"+",0
"Gabbard","Tulsi","HI","N00033281","G000571",2,"-",240
"Gabbard","Tulsi","HI","N00033281","G000571",2,"+",677
"Gaetz","Matt","FL","N00039503","G000578",1,"-",8100
"Gaetz","Matt","FL","N00039503","G000578",1,"+",0
"Gallagher","Mike","WI","N00039330","G000579",8,"-",31900
"Gallagher","Mike","WI","N00039330","G000579",8,"+",800
"Gallego","Ruben","AZ","N00036097","G000574",3,"-",3500
"Gallego","Ruben","AZ","N00036097","G000574",3,"+",10000
"Garamendi","John","CA","N00030856","G000559",8,"-",2000
"Garamendi","John","CA","N00030856","G000559",8,"+",1000
"Garrett","Thomas","VA","N00038847","G000580",5,"-",12400
"Garrett","Thomas","VA","N00038847","G000580",5,"+",0
"Gianforte","Greg","MT","N00040733","G000584",0,"-",90368
"Gianforte","Greg","MT","N00040733","G000584",0,"+",5900
"Gibbs","Bob","OH","N00031128","G000563",7,"-",23000
"Gibbs","Bob","OH","N00031128","G000563",7,"+",1000
"Gohmert","Louie","TX","N00026148","G000552",1,"-",16950
"Gohmert","Louie","TX","N00026148","G000552",1,"+",0
"Gomez","Jimmy","CA","N00040597","G000585",34,"-",2500
"Gomez","Jimmy","CA","N00040597","G000585",34,"+",0
"Gonzalez","Vicente","TX","N00038809","G000581",34,"-",24000
"Gonzalez","Vicente","TX","N00038809","G000581",34,"+",0
"Gosar","Paul","AZ","N00030771","G000565",9,"-",13250
"Gosar","Paul","AZ","N00030771","G000565",9,"+",2250
"Gottheimer","Josh","NJ","N00036944","G000583",5,"-",33200
"Gottheimer","Josh","NJ","N00036944","G000583",5,"+",6770
"Gowdy","Trey","SC","N00030880","G000566",4,"-",250
"Gowdy","Trey","SC","N00030880","G000566",4,"+",0
"Granger","Kay","TX","N00008799","G000377",12,"-",36200
"Granger","Kay","TX","N00008799","G000377",12,"+",0
"Graves","Garret","LA","N00036135","G000577",6,"-",97946
"Graves","Garret","LA","N00036135","G000577",6,"+",6400
"Graves","Sam","MO","N00013323","G000546",6,"-",23320
"Graves","Sam","MO","N00013323","G000546",6,"+",6000
"Graves","Tom","GA","N00030788","G000560",14,"-",16000
"Graves","Tom","GA","N00030788","G000560",14,"+",0
"Griffith","H.","VA","N00032029","G000568",9,"-",55950
"Griffith","H.","VA","N00032029","G000568",9,"+",2000
"Grothman","Glenn","WI","N00036409","G000576",6,"-",17550
"Grothman","Glenn","WI","N00036409","G000576",6,"+",750
"Guthrie","Brett","KY","N00029675","G000558",2,"-",23300
"Guthrie","Brett","KY","N00029675","G000558",2,"+",0
"Handel","Karen","GA","N00035477","H001078",6,"-",41850
"Handel","Karen","GA","N00035477","H001078",6,"+",250
"Harper","Gregg","MS","N00029632","H001045",3,"-",-9000
"Harper","Gregg","MS","N00029632","H001045",3,"+",0
"Harris","Andy","MD","N00029147","H001052",1,"-",12350
"Harris","Andy","MD","N00029147","H001052",1,"+",0
"Hartzler","Vicky","MO","N00031005","H001053",4,"-",5000
"Hartzler","Vicky","MO","N00031005","H001053",4,"+",0
"Hastings","Alcee","FL","N00002884","H000324",20,"-",2000
"Hastings","Alcee","FL","N00002884","H000324",20,"+",0
"Heck","Denny","WA","N00031557","H001064",10,"-",6500
"Heck","Denny","WA","N00031557","H001064",10,"+",250
"Hern","Kevin","OK","N00040829","H001082",1,"-",32011
"Hern","Kevin","OK","N00040829","H001082",1,"+",1250
"Herrera Beutler","Jaime","WA","N00031559","H001056",3,"-",9750
"Herrera Beutler","Jaime","WA","N00031559","H001056",3,"+",0
"Hice","Jody","GA","N00032243","H001071",10,"-",7500
"Hice","Jody","GA","N00032243","H001071",10,"+",1000
"Higgins","Brian","NY","N00027060","H001038",26,"-",2000
"Higgins","Brian","NY","N00027060","H001038",26,"+",0
"Higgins","Clay","LA","N00039953","H001077",3,"-",25950
"Higgins","Clay","LA","N00039953","H001077",3,"+",250
"Hill","J.","AR","N00035792","H001072",2,"-",24550
"Hill","J.","AR","N00035792","H001072",2,"+",1500
"Himes","James","CT","N00029070","H001047",4,"-",4000
"Himes","James","CT","N00029070","H001047",4,"+",0
"Holding","George","NC","N00033399","H001065",2,"-",37200
"Holding","George","NC","N00033399","H001065",2,"+",3500
"Hollingsworth","Trey","IN","N00038429","H001074",9,"-",17000
"Hollingsworth","Trey","IN","N00038429","H001074",9,"+",8500
"Hoyer","Steny","MD","N00001821","H000874",5,"-",96250
"Hoyer","Steny","MD","N00001821","H000874",5,"+",250
"Hudson","Richard","NC","N00033630","H001067",9,"-",33500
"Hudson","Richard","NC","N00033630","H001067",9,"+",0
"Huffman","Jared","CA","N00033030","H001068",2,"-",7000
"Huffman","Jared","CA","N00033030","H001068",2,"+",1580
"Huizenga","Bill","MI","N00030673","H001058",4,"-",25500
"Huizenga","Bill","MI","N00030673","H001058",4,"+",0
"Hultgren","Randy","IL","N00031104","H001059",14,"-",28500
"Hultgren","Randy","IL","N00031104","H001059",14,"+",0
"Hunter","Duncan","CA","N00029258","H001048",50,"-",1000
"Hunter","Duncan","CA","N00029258","H001048",50,"+",0
"Hurd","Will","TX","N00031417","H001073",23,"-",165743
"Hurd","Will","TX","N00031417","H001073",23,"+",5900
"Issa","Darrell","CA","N00007017","I000056",48,"-",-4500
"Issa","Darrell","CA","N00007017","I000056",48,"+",0
"Jackson Lee","Sheila","TX","N00005818","J000032",18,"-",2300
"Jackson Lee","Sheila","TX","N00005818","J000032",18,"+",0
"Jayapal","Pramila","WA","N00038858","J000298",7,"-",1000
"Jayapal","Pramila","WA","N00038858","J000298",7,"+",352
"Jeffries","Hakeem","NY","N00033640","J000294",8,"-",3500
"Jeffries","Hakeem","NY","N00033640","J000294",8,"+",0
"Jenkins","Evan","WV","N00035531","J000297",3,"-",21200
"Jenkins","Evan","WV","N00035531","J000297",3,"+",2000
"Johnson","Bill","OH","N00032088","J000292",6,"-",118600
"Johnson","Bill","OH","N00032088","J000292",6,"+",1750
"Johnson","Henry","GA","N00027848","J000288",4,"-",2500
"Johnson","Henry","GA","N00027848","J000288",4,"+",0
"Johnson","Mike","LA","N00039106","J000299",4,"-",48100
"Johnson","Mike","LA","N00039106","J000299",4,"+",0
"Jones","Walter","NC","N00002299","J000255",3,"-",7000
"Jones","Walter","NC","N00002299","J000255",3,"+",0
"Jordan","Jim","OH","N00027894","J000289",4,"-",7000
"Jordan","Jim","OH","N00027894","J000289",4,"+",0
"Joyce","David","OH","N00035007","J000295",14,"-",62625
"Joyce","David","OH","N00035007","J000295",14,"+",250
"Kaptur","Marcy","OH","N00003522","K000009",9,"-",8500
"Kaptur","Marcy","OH","N00003522","K000009",9,"+",250
"Katko","John","NY","N00035934","K000386",24,"-",59295
"Katko","John","NY","N00035934","K000386",24,"+",5287
"Keating","William","MA","N00031933","K000375",9,"-",10500
"Keating","William","MA","N00031933","K000375",9,"+",0
"Kelly","Mike","PA","N00031647","K000376",16,"-",40800
"Kelly","Mike","PA","N00031647","K000376",16,"+",5400
"Kelly","Robin","IL","N00035215","K000385",2,"-",5500
"Kelly","Robin","IL","N00035215","K000385",2,"+",0
"Kelly","Trent","MS","N00037003","K000388",1,"-",7200
"Kelly","Trent","MS","N00037003","K000388",1,"+",0
"Kennedy","Joseph","MA","N00034044","K000379",4,"-",8050
"Kennedy","Joseph","MA","N00034044","K000379",4,"+",5650
"Khanna","Ro","CA","N00026427","K000389",17,"-",0
"Khanna","Ro","CA","N00026427","K000389",17,"+",52
"Kildee","Daniel","MI","N00033395","K000380",8,"-",6500
"Kildee","Daniel","MI","N00033395","K000380",8,"+",0
"Kilmer","Derek","WA","N00034453","K000381",6,"-",9775
"Kilmer","Derek","WA","N00034453","K000381",6,"+",0
"Kind","Ron","WI","N00004403","K000188",3,"-",7500
"Kind","Ron","WI","N00004403","K000188",3,"+",500
"King","Peter","NY","N00001193","K000210",2,"-",15400
"King","Peter","NY","N00001193","K000210",2,"+",0
"King","Steve","IA","N00025237","K000362",4,"-",1200
"King","Steve","IA","N00025237","K000362",4,"+",16800
"Kinzinger","Adam","IL","N00030667","K000378",16,"-",57200
"Kinzinger","Adam","IL","N00030667","K000378",16,"+",2000
"Knight","Steve","CA","N00035820","K000387",25,"-",60606
"Knight","Steve","CA","N00035820","K000387",25,"+",5287
"Krishnamoorthi","Raja","IL","N00033240","K000391",8,"-",11050
"Krishnamoorthi","Raja","IL","N00033240","K000391",8,"+",8950
"Kuster","Ann","NH","N00030875","K000382",2,"-",4600
"Kuster","Ann","NH","N00030875","K000382",2,"+",0
"Kustoff","David","TN","N00025445","K000392",8,"-",23200
"Kustoff","David","TN","N00025445","K000392",8,"+",0
"LaHood","Darin","IL","N00037031","L000585",16,"-",36150
"LaHood","Darin","IL","N00037031","L000585",16,"+",8700
"LaMalfa","Doug","CA","N00033987","L000578",1,"-",14000
"LaMalfa","Doug","CA","N00033987","L000578",1,"+",50
"Lamb","Conor","PA","N00041870","L000588",17,"-",20050
"Lamb","Conor","PA","N00041870","L000588",17,"+",12295
"Lamborn","Doug","CO","N00028133","L000564",5,"-",10500
"Lamborn","Doug","CO","N00028133","L000564",5,"+",0
"Lance","Leonard","NJ","N00000898","L000567",7,"-",33000
"Lance","Leonard","NJ","N00000898","L000567",7,"+",0
"Langevin","James","RI","N00009724","L000559",2,"-",1300
"Langevin","James","RI","N00009724","L000559",2,"+",0
"Larsen","Rick","WA","N00009759","L000560",2,"-",8500
"Larsen","Rick","WA","N00009759","L000560",2,"+",0
"Larson","John","CT","N00000575","L000557",1,"-",6950
"Larson","John","CT","N00000575","L000557",1,"+",1500
"Latta","Robert","OH","N00012233","L000566",5,"-",71825
"Latta","Robert","OH","N00012233","L000566",5,"+",0
"Lawrence","Brenda","MI","N00034068","L000581",14,"-",16500
"Lawrence","Brenda","MI","N00034068","L000581",14,"+",0
"Lawson","Al","FL","N00030642","L000586",5,"-",4000
"Lawson","Al","FL","N00030642","L000586",5,"+",0
"Lee","Barbara","CA","N00008046","L000551",12,"-",5700
"Lee","Barbara","CA","N00008046","L000551",12,"+",250
"Lesko","Debbie","AZ","N00042056","L000589",8,"-",94650
"Lesko","Debbie","AZ","N00042056","L000589",8,"+",1000
"Lewis","Jason","MN","N00038400","L000587",2,"-",63422
"Lewis","Jason","MN","N00038400","L000587",2,"+",5287
"Lewis","John","GA","N00002577","L000287",5,"-",3344
"Lewis","John","GA","N00002577","L000287",5,"+",215
"Lieu","Ted","CA","N00035825","L000582",36,"-",4150
"Lieu","Ted","CA","N00035825","L000582",36,"+",0
"Lipinski","Daniel","IL","N00027239","L000563",3,"-",14900
"Lipinski","Daniel","IL","N00027239","L000563",3,"+",0
"LoBiondo","Frank","NJ","N00000851","L000554",2,"-",-2000
"LoBiondo","Frank","NJ","N00000851","L000554",2,"+",0
"Loebsack","David","IA","N00027741","L000565",2,"-",9200
"Loebsack","David","IA","N00027741","L000565",2,"+",9500
"Lofgren","Zoe","CA","N00007479","L000397",18,"-",3000
"Lofgren","Zoe","CA","N00007479","L000397",18,"+",150
"Long","Billy","MO","N00030676","L000576",7,"-",26000
"Long","Billy","MO","N00030676","L000576",7,"+",2000
"Loudermilk","Barry","GA","N00035347","L000583",11,"-",11500
"Loudermilk","Barry","GA","N00035347","L000583",11,"+",0
"Love","Mia","UT","N00033842","L000584",4,"-",36811
"Love","Mia","UT","N00033842","L000584",4,"+",115
"Lowenthal","Alan","CA","N00033274","L000579",47,"-",15700
"Lowenthal","Alan","CA","N00033274","L000579",47,"+",0
"Lowey","Nita","NY","N00001024","L000480",17,"-",6200
"Lowey","Nita","NY","N00001024","L000480",17,"+",0
"Lucas","Frank","OK","N00005559","L000491",3,"-",18500
"Lucas","Frank","OK","N00005559","L000491",3,"+",0
"Luetkemeyer","Blaine","MO","N00030026","L000569",3,"-",11250
"Luetkemeyer","Blaine","MO","N00030026","L000569",3,"+",500
"Lynch","Stephen","MA","N00013855","L000562",8,"-",3250
"Lynch","Stephen","MA","N00013855","L000562",8,"+",2500
"MacArthur","Tom","NJ","N00036155","M001193",3,"-",14700
"MacArthur","Tom","NJ","N00036155","M001193",3,"+",0
"Maloney","Carolyn","NY","N00000078","M000087",12,"-",3100
"Maloney","Carolyn","NY","N00000078","M000087",12,"+",0
"Maloney","Sean","NY","N00034277","M001185",18,"-",1000
"Maloney","Sean","NY","N00034277","M001185",18,"+",0
"Marchant","Kenny","TX","N00026710","M001158",24,"-",26500
"Marchant","Kenny","TX","N00026710","M001158",24,"+",0
