"corresponding_vote","last_name","first_name","state","opensecrets_id","bioguide_id","district","Industry_Type","total"
"3","Aderholt","Robert","AL","N00003028","A000055",4,"-",17896
"3","Aderholt","Robert","AL","N00003028","A000055",4,"+",0
"3","Alexander","Rodney","LA","N00025464","A000361",5,"-",24750
"3","Alexander","Rodney","LA","N00025464","A000361",5,"+",0
"3","Amash","Justin","MI","N00031938","A000367",3,"-",2500
"3","Amash","Justin","MI","N00031938","A000367",3,"+",0
"3","Amodei","Mark","NV","N00031177","A000369",2,"-",13000
"3","Amodei","Mark","NV","N00031177","A000369",2,"+",0
"3","Andrews","Robert","NJ","N00000826","A000210",1,"-",7500
"3","Andrews","Robert","NJ","N00000826","A000210",1,"+",0
"3","Bachmann","Michele","MN","N00027493","B001256",6,"-",8400
"3","Bachmann","Michele","MN","N00027493","B001256",6,"+",0
"3","Bachus","Spencer","AL","N00008091","B000013",6,"-",1000
"3","Bachus","Spencer","AL","N00008091","B000013",6,"+",0
"3","Barber","Ron","AZ","N00033981","B001279",2,"-",7000
"3","Barber","Ron","AZ","N00033981","B001279",2,"+",500
"3","Barletta","Lou","PA","N00025495","B001269",11,"-",13050
"3","Barletta","Lou","PA","N00025495","B001269",11,"+",0
"3","Barr","Garland","KY","N00031233","B001282",6,"-",107750
"3","Barr","Garland","KY","N00031233","B001282",6,"+",0
"3","Barrow","John","GA","N00026080","B001252",12,"-",80550
"3","Barrow","John","GA","N00026080","B001252",12,"+",0
"3","Barton","Joe","TX","N00005656","B000213",6,"-",84500
"3","Barton","Joe","TX","N00005656","B000213",6,"+",0
"3","Bass","Karen","CA","N00031877","B001270",37,"-",4750
"3","Bass","Karen","CA","N00031877","B001270",37,"+",0
"3","Beatty","Joyce","OH","N00033904","B001281",3,"-",10100
"3","Beatty","Joyce","OH","N00033904","B001281",3,"+",0
"3","Becerra","Xavier","CA","N00009774","B000287",34,"-",7000
"3","Becerra","Xavier","CA","N00009774","B000287",34,"+",1000
"3","Benishek","Dan","MI","N00031934","B001271",1,"-",64700
"3","Benishek","Dan","MI","N00031934","B001271",1,"+",0
"3","Bentivolio","Kerry","MI","N00033625","B001280",11,"-",12000
"3","Bentivolio","Kerry","MI","N00033625","B001280",11,"+",0
"3","Bera","Ami","CA","N00030717","B001287",6,"-",2750
"3","Bera","Ami","CA","N00030717","B001287",6,"+",250
"3","Bilirakis","Gus","FL","N00027462","B001257",12,"-",8500
"3","Bilirakis","Gus","FL","N00027462","B001257",12,"+",0
"3","Bishop","Rob","UT","N00025292","B001250",1,"-",23300
"3","Bishop","Rob","UT","N00025292","B001250",1,"+",250
"3","Bishop","Sanford","GA","N00002674","B000490",2,"-",20000
"3","Bishop","Sanford","GA","N00002674","B000490",2,"+",0
"3","Bishop","Timothy","NY","N00025413","B001242",1,"-",11398
"3","Bishop","Timothy","NY","N00025413","B001242",1,"+",5200
"3","Black","Diane","TN","N00031539","B001273",6,"-",27625
"3","Black","Diane","TN","N00031539","B001273",6,"+",0
"3","Blumenauer","Earl","OR","N00007727","B000574",3,"-",5750
"3","Blumenauer","Earl","OR","N00007727","B000574",3,"+",7750
"3","Boehner","John","OH","N00003675","B000589",8,"-",901502
"3","Boehner","John","OH","N00003675","B000589",8,"+",7650
"3","Bonamici","Suzanne","OR","N00033474","B001278",1,"-",1500
"3","Bonamici","Suzanne","OR","N00033474","B001278",1,"+",0
"3","Boustany","Charles","LA","N00026595","B001255",3,"-",65700
"3","Boustany","Charles","LA","N00026595","B001255",3,"+",0
"3","Brady","Kevin","TX","N00005883","B000755",8,"-",110050
"3","Brady","Kevin","TX","N00005883","B000755",8,"+",1000
"3","Braley","Bruce","IA","N00027464","B001259",1,"-",1500
"3","Braley","Bruce","IA","N00027464","B001259",1,"+",12400
"3","Bridenstine","Jim","OK","N00033532","B001283",1,"-",10750
"3","Bridenstine","Jim","OK","N00033532","B001283",1,"+",0
"3","Brooks","Mo","AL","N00030910","B001274",5,"-",8500
"3","Brooks","Mo","AL","N00030910","B001274",5,"+",0
"3","Brooks","Susan","IN","N00033495","B001284",5,"-",4000
"3","Brooks","Susan","IN","N00033495","B001284",5,"+",0
"3","Broun","Paul","GA","N00028986","B001262",10,"-",47050
"3","Broun","Paul","GA","N00028986","B001262",10,"+",0
"3","Brownley","Julia","CA","N00034254","B001285",26,"-",4100
"3","Brownley","Julia","CA","N00034254","B001285",26,"+",250
"3","Buchanan","Vern","FL","N00027626","B001260",16,"-",6000
"3","Buchanan","Vern","FL","N00027626","B001260",16,"+",0
"3","Bucshon","Larry","IN","N00031227","B001275",8,"-",28350
"3","Bucshon","Larry","IN","N00031227","B001275",8,"+",0
"3","Burgess","Michael","TX","N00025219","B001248",26,"-",34900
"3","Burgess","Michael","TX","N00025219","B001248",26,"+",0
"3","Bustos","Cheri","IL","N00033390","B001286",17,"-",9750
"3","Bustos","Cheri","IL","N00033390","B001286",17,"+",1000
"3","Butterfield","George","NC","N00027035","B001251",1,"-",11000
"3","Butterfield","George","NC","N00027035","B001251",1,"+",0
"3","Byrne","Bradley","AL","N00035380","B001289",1,"-",4500
"3","Byrne","Bradley","AL","N00035380","B001289",1,"+",2600
"3","Calvert","Ken","CA","N00007099","C000059",41,"-",15600
"3","Calvert","Ken","CA","N00007099","C000059",41,"+",0
"3","Camp","Dave","MI","N00008086","C000071",4,"-",130862
"3","Camp","Dave","MI","N00008086","C000071",4,"+",2500
"3","Campbell","John","CA","N00027565","C001064",45,"-",2000
"3","Campbell","John","CA","N00027565","C001064",45,"+",0
"3","Cantor","Eric","VA","N00013131","C001046",7,"-",79100
"3","Cantor","Eric","VA","N00013131","C001046",7,"+",0
"3","Capps","Lois","CA","N00007232","C001036",24,"-",5500
"3","Capps","Lois","CA","N00007232","C001036",24,"+",0
"3","Carney","John","DE","N00030736","C001083",0,"-",5000
"3","Carney","John","DE","N00030736","C001083",0,"+",0
"3","Carson","André","IN","N00029513","C001072",7,"-",3250
"3","Carson","André","IN","N00029513","C001072",7,"+",0
"3","Carter","John","TX","N00025095","C001051",31,"-",18000
"3","Carter","John","TX","N00025095","C001051",31,"+",0
"3","Cartwright","Matthew","PA","N00034128","C001090",8,"-",0
"3","Cartwright","Matthew","PA","N00034128","C001090",8,"+",500
"3","Castor","Kathy","FL","N00027514","C001066",14,"-",2500
"3","Castor","Kathy","FL","N00027514","C001066",14,"+",0
"3","Castro","Joaquin","TX","N00033316","C001091",20,"-",16000
"3","Castro","Joaquin","TX","N00033316","C001091",20,"+",0
"3","Chabot","Steve","OH","N00003689","C000266",1,"-",4500
"3","Chabot","Steve","OH","N00003689","C000266",1,"+",0
"3","Chaffetz","Jason","UT","N00028958","C001076",3,"-",13250
"3","Chaffetz","Jason","UT","N00028958","C001076",3,"+",0
"3","Chu","Judy","CA","N00030600","C001080",28,"-",5100
"3","Chu","Judy","CA","N00030600","C001080",28,"+",1000
"3","Cicilline","David","RI","N00032019","C001084",1,"-",2250
"3","Cicilline","David","RI","N00032019","C001084",1,"+",1000
"3","Clark","Katherine","MA","N00035278","C001101",5,"-",7200
"3","Clark","Katherine","MA","N00035278","C001101",5,"+",250
"3","Clay","Wm.","MO","N00012460","C001049",1,"-",5000
"3","Clay","Wm.","MO","N00012460","C001049",1,"+",0
"3","Cleaver","Emanuel","MO","N00026790","C001061",5,"-",5000
"3","Cleaver","Emanuel","MO","N00026790","C001061",5,"+",0
"3","Clyburn","James","SC","N00002408","C000537",6,"-",52000
"3","Clyburn","James","SC","N00002408","C000537",6,"+",1500
"3","Coble","Howard","NC","N00002247","C000556",6,"-",4000
"3","Coble","Howard","NC","N00002247","C000556",6,"+",0
"3","Coffman","Mike","CO","N00024753","C001077",6,"-",99050
"3","Coffman","Mike","CO","N00024753","C001077",6,"+",250
"3","Cohen","Steve","TN","N00003225","C001068",9,"-",1000
"3","Cohen","Steve","TN","N00003225","C001068",9,"+",0
"3","Cole","Tom","OK","N00025726","C001053",4,"-",58000
"3","Cole","Tom","OK","N00025726","C001053",4,"+",0
"3","Collins","Chris","NY","N00001285","C001092",27,"-",2000
"3","Collins","Chris","NY","N00001285","C001092",27,"+",0
"3","Collins","Doug","GA","N00033518","C001093",9,"-",12000
"3","Collins","Doug","GA","N00033518","C001093",9,"+",0
"3","Conaway","K.","TX","N00026041","C001062",11,"-",76000
"3","Conaway","K.","TX","N00026041","C001062",11,"+",1000
"3","Connolly","Gerald","VA","N00029891","C001078",11,"-",4000
"3","Connolly","Gerald","VA","N00029891","C001078",11,"+",0
"3","Conyers","John","MI","N00004029","C000714",13,"-",6500
"3","Conyers","John","MI","N00004029","C000714",13,"+",0
"3","Cook","Paul","CA","N00034224","C001094",8,"-",8800
"3","Cook","Paul","CA","N00034224","C001094",8,"+",500
"3","Cooper","Jim","TN","N00003132","C000754",5,"-",6700
"3","Cooper","Jim","TN","N00003132","C000754",5,"+",0
"3","Costa","Jim","CA","N00026341","C001059",21,"-",24114
"3","Costa","Jim","CA","N00026341","C001059",21,"+",0
"3","Courtney","Joe","CT","N00024842","C001069",2,"-",8000
"3","Courtney","Joe","CT","N00024842","C001069",2,"+",0
"3","Crawford","Eric","AR","N00030770","C001087",1,"-",9500
"3","Crawford","Eric","AR","N00030770","C001087",1,"+",1000
"3","Crenshaw","Ander","FL","N00012739","C001045",4,"-",2500
"3","Crenshaw","Ander","FL","N00012739","C001045",4,"+",0
"3","Crowley","Joseph","NY","N00001127","C001038",14,"-",23000
"3","Crowley","Joseph","NY","N00001127","C001038",14,"+",9050
"3","Cuellar","Henry","TX","N00024978","C001063",28,"-",65100
"3","Cuellar","Henry","TX","N00024978","C001063",28,"+",0
"3","Culberson","John","TX","N00009738","C001048",7,"-",36600
"3","Culberson","John","TX","N00009738","C001048",7,"+",1000
"3","Cummings","Elijah","MD","N00001971","C000984",7,"-",38800
"3","Cummings","Elijah","MD","N00001971","C000984",7,"+",0
"3","Cárdenas","Tony","CA","N00033373","C001097",29,"-",4000
"3","Cárdenas","Tony","CA","N00033373","C001097",29,"+",0
"3","Davis","Danny","IL","N00004884","D000096",7,"-",7500
"3","Davis","Danny","IL","N00004884","D000096",7,"+",0
"3","Davis","Rodney","IL","N00034784","D000619",13,"-",39805
"3","Davis","Rodney","IL","N00034784","D000619",13,"+",1500
"3","Davis","Susan","CA","N00009604","D000598",53,"-",2600
"3","Davis","Susan","CA","N00009604","D000598",53,"+",0
"3","DeFazio","Peter","OR","N00007781","D000191",4,"-",2500
"3","DeFazio","Peter","OR","N00007781","D000191",4,"+",500
"3","DeSantis","Ron","FL","N00034746","D000621",6,"-",10000
"3","DeSantis","Ron","FL","N00034746","D000621",6,"+",0
"3","DelBene","Suzan","WA","N00030693","D000617",1,"-",10550
"3","DelBene","Suzan","WA","N00030693","D000617",1,"+",0
"3","Delaney","John","MD","N00033897","D000620",6,"-",7500
"3","Delaney","John","MD","N00033897","D000620",6,"+",0
"3","Denham","Jeff","CA","N00031593","D000612",10,"-",25950
"3","Denham","Jeff","CA","N00031593","D000612",10,"+",0
"3","Dent","Charles","PA","N00026171","D000604",15,"-",56919
"3","Dent","Charles","PA","N00026171","D000604",15,"+",0
"3","DesJarlais","Scott","TN","N00030957","D000616",4,"-",500
"3","DesJarlais","Scott","TN","N00030957","D000616",4,"+",0
"3","Deutch","Theodore","FL","N00031317","D000610",22,"-",11000
"3","Deutch","Theodore","FL","N00031317","D000610",22,"+",2500
"3","Diaz-Balart","Mario","FL","N00025337","D000600",26,"-",2500
"3","Diaz-Balart","Mario","FL","N00025337","D000600",26,"+",0
"3","Dingell","John","MI","N00001783","D000355",12,"-",36950
"3","Dingell","John","MI","N00001783","D000355",12,"+",2000
"3","Doggett","Lloyd","TX","N00006023","D000399",37,"-",2000
"3","Doggett","Lloyd","TX","N00006023","D000399",37,"+",2250
"3","Doyle","Michael","PA","N00001373","D000482",18,"-",37500
"3","Doyle","Michael","PA","N00001373","D000482",18,"+",0
"3","Duffy","Sean","WI","N00030967","D000614",7,"-",23000
"3","Duffy","Sean","WI","N00030967","D000614",7,"+",0
"3","Duncan","Jeff","SC","N00030752","D000615",3,"-",20610
"3","Duncan","Jeff","SC","N00030752","D000615",3,"+",0
"3","Duncan","John","TN","N00003209","D000533",2,"-",6500
"3","Duncan","John","TN","N00003209","D000533",2,"+",0
"3","Edwards","Donna","MD","N00028249","E000290",4,"-",1000
"3","Edwards","Donna","MD","N00028249","E000290",4,"+",0
"3","Ellison","Keith","MN","N00028257","E000288",5,"-",2050
"3","Ellison","Keith","MN","N00028257","E000288",5,"+",250
"3","Ellmers","Renee","NC","N00031513","E000291",2,"-",11000
"3","Ellmers","Renee","NC","N00031513","E000291",2,"+",0
"3","Engel","Eliot","NY","N00001003","E000179",16,"-",2000
"3","Engel","Eliot","NY","N00001003","E000179",16,"+",0
"3","Enyart","William","IL","N00034884","E000292",12,"-",18000
"3","Enyart","William","IL","N00034884","E000292",12,"+",0
"3","Eshoo","Anna","CA","N00007335","E000215",16,"-",3500
"3","Eshoo","Anna","CA","N00007335","E000215",16,"+",0
"3","Esty","Elizabeth","CT","N00033217","E000293",5,"-",3000
"3","Esty","Elizabeth","CT","N00033217","E000293",5,"+",2600
"3","Farenthold","Blake","TX","N00031672","F000460",27,"-",32100
"3","Farenthold","Blake","TX","N00031672","F000460",27,"+",0
"3","Farr","Sam","CA","N00007312","F000030",20,"-",8100
"3","Farr","Sam","CA","N00007312","F000030",20,"+",1000
"3","Fattah","Chaka","PA","N00001746","F000043",2,"-",3000
"3","Fattah","Chaka","PA","N00001746","F000043",2,"+",0
"3","Fincher","Stephen","TN","N00031141","F000458",8,"-",13000
"3","Fincher","Stephen","TN","N00031141","F000458",8,"+",0
"3","Fitzpatrick","Michael","PA","N00027229","F000451",8,"-",25900
"3","Fitzpatrick","Michael","PA","N00027229","F000451",8,"+",3000
"3","Fleischmann","Charles","TN","N00030815","F000459",3,"-",14000
"3","Fleischmann","Charles","TN","N00030815","F000459",3,"+",6700
"3","Fleming","John","LA","N00029679","F000456",4,"-",62750
"3","Fleming","John","LA","N00029679","F000456",4,"+",0
"3","Flores","Bill","TX","N00031545","F000461",17,"-",95050
"3","Flores","Bill","TX","N00031545","F000461",17,"+",10400
"3","Forbes","J.","VA","N00013799","F000445",4,"-",27950
"3","Forbes","J.","VA","N00013799","F000445",4,"+",0
"3","Fortenberry","Jeff","NE","N00026631","F000449",1,"-",3500
"3","Fortenberry","Jeff","NE","N00026631","F000449",1,"+",0
"3","Foster","Bill","IL","N00029139","F000454",11,"-",12850
"3","Foster","Bill","IL","N00029139","F000454",11,"+",4850
"3","Foxx","Virginia","NC","N00026166","F000450",5,"-",5500
"3","Foxx","Virginia","NC","N00026166","F000450",5,"+",1000
"3","Frankel","Lois","FL","N00002893","F000462",22,"-",5600
"3","Frankel","Lois","FL","N00002893","F000462",22,"+",0
"3","Franks","Trent","AZ","N00006423","F000448",8,"-",6100
"3","Franks","Trent","AZ","N00006423","F000448",8,"+",0
"3","Frelinghuysen","Rodney","NJ","N00000684","F000372",11,"-",32480
"3","Frelinghuysen","Rodney","NJ","N00000684","F000372",11,"+",500
"3","Fudge","Marcia","OH","N00030490","F000455",11,"-",12750
"3","Fudge","Marcia","OH","N00030490","F000455",11,"+",0
"3","Gabbard","Tulsi","HI","N00033281","G000571",2,"-",5300
"3","Gabbard","Tulsi","HI","N00033281","G000571",2,"+",5100
"3","Gallego","Pete","TX","N00033541","G000572",23,"-",12000
"3","Gallego","Pete","TX","N00033541","G000572",23,"+",0
"3","Garamendi","John","CA","N00030856","G000559",8,"-",4500
"3","Garamendi","John","CA","N00030856","G000559",8,"+",1500
"3","Garcia","Joe","FL","N00029908","G000573",26,"-",7500
"3","Garcia","Joe","FL","N00029908","G000573",26,"+",1750
"3","Garrett","Scott","NJ","N00000743","G000548",5,"-",19000
"3","Garrett","Scott","NJ","N00000743","G000548",5,"+",10400
"3","Gerlach","Jim","PA","N00025025","G000549",6,"-",27000
"3","Gerlach","Jim","PA","N00025025","G000549",6,"+",4000
"3","Gibbs","Bob","OH","N00031128","G000563",7,"-",55150
"3","Gibbs","Bob","OH","N00031128","G000563",7,"+",500
"3","Gibson","Christopher","NY","N00031998","G000564",19,"-",8500
"3","Gibson","Christopher","NY","N00031998","G000564",19,"+",1000
"3","Gingrey","Phil","GA","N00024760","G000550",11,"-",22550
"3","Gingrey","Phil","GA","N00024760","G000550",11,"+",0
"3","Gohmert","Louie","TX","N00026148","G000552",1,"-",16700
"3","Gohmert","Louie","TX","N00026148","G000552",1,"+",0
"3","Goodlatte","Bob","VA","N00009154","G000289",6,"-",24000
"3","Goodlatte","Bob","VA","N00009154","G000289",6,"+",0
"3","Gosar","Paul","AZ","N00030771","G000565",9,"-",19850
"3","Gosar","Paul","AZ","N00030771","G000565",9,"+",0
"3","Gowdy","Trey","SC","N00030880","G000566",4,"-",9500
"3","Gowdy","Trey","SC","N00030880","G000566",4,"+",0
"3","Granger","Kay","TX","N00008799","G000377",12,"-",25700
"3","Granger","Kay","TX","N00008799","G000377",12,"+",0
"3","Graves","Sam","MO","N00013323","G000546",6,"-",8750
"3","Graves","Sam","MO","N00013323","G000546",6,"+",2000
"3","Graves","Tom","GA","N00030788","G000560",14,"-",8500
"3","Graves","Tom","GA","N00030788","G000560",14,"+",0
"3","Grayson","Alan","FL","N00028418","G000556",9,"-",0
"3","Grayson","Alan","FL","N00028418","G000556",9,"+",250
"3","Green","Gene","TX","N00005870","G000410",29,"-",46500
"3","Green","Gene","TX","N00005870","G000410",29,"+",0
"3","Griffin","Tim","AR","N00031297","G000567",2,"-",56000
"3","Griffin","Tim","AR","N00031297","G000567",2,"+",2600
"3","Griffith","H.","VA","N00032029","G000568",9,"-",33000
"3","Griffith","H.","VA","N00032029","G000568",9,"+",0
"3","Grimm","Michael","NY","N00031401","G000569",11,"-",17150
"3","Grimm","Michael","NY","N00031401","G000569",11,"+",0
"3","Guthrie","Brett","KY","N00029675","G000558",2,"-",32500
"3","Guthrie","Brett","KY","N00029675","G000558",2,"+",0
"3","Hahn","Janice","CA","N00006806","H001063",44,"-",3500
"3","Hahn","Janice","CA","N00006806","H001063",44,"+",0
"3","Hall","Ralph","TX","N00005645","H000067",4,"-",33750
"3","Hall","Ralph","TX","N00005645","H000067",4,"+",750
"3","Hanabusa","Colleen","HI","N00025881","H001050",1,"-",21050
"3","Hanabusa","Colleen","HI","N00025881","H001050",1,"+",2500
"3","Hanna","Richard","NY","N00030197","H001051",22,"-",3250
"3","Hanna","Richard","NY","N00030197","H001051",22,"+",0
"3","Harper","Gregg","MS","N00029632","H001045",3,"-",84300
"3","Harper","Gregg","MS","N00029632","H001045",3,"+",0
"3","Harris","Andy","MD","N00029147","H001052",1,"-",34200
"3","Harris","Andy","MD","N00029147","H001052",1,"+",0
"3","Hartzler","Vicky","MO","N00031005","H001053",4,"-",11200
"3","Hartzler","Vicky","MO","N00031005","H001053",4,"+",0
"3","Hastings","Alcee","FL","N00002884","H000324",20,"-",3500
"3","Hastings","Alcee","FL","N00002884","H000324",20,"+",0
"3","Hastings","Doc","WA","N00009157","H000329",4,"-",60400
"3","Hastings","Doc","WA","N00009157","H000329",4,"+",0
"3","Heck","Denny","WA","N00031557","H001064",10,"-",3500
"3","Heck","Denny","WA","N00031557","H001064",10,"+",0
"3","Heck","Joseph","NV","N00031244","H001055",3,"-",12500
"3","Heck","Joseph","NV","N00031244","H001055",3,"+",0
"3","Hensarling","Jeb","TX","N00024922","H001036",5,"-",22100
"3","Hensarling","Jeb","TX","N00024922","H001036",5,"+",0
"3","Herrera Beutler","Jaime","WA","N00031559","H001056",3,"-",14495
"3","Herrera Beutler","Jaime","WA","N00031559","H001056",3,"+",0
"3","Higgins","Brian","NY","N00027060","H001038",26,"-",1000
"3","Higgins","Brian","NY","N00027060","H001038",26,"+",0
"3","Himes","James","CT","N00029070","H001047",4,"-",2500
"3","Himes","James","CT","N00029070","H001047",4,"+",0
"3","Hinojosa","Rubén","TX","N00006008","H000636",15,"-",2000
"3","Hinojosa","Rubén","TX","N00006008","H000636",15,"+",0
"3","Holding","George","NC","N00033399","H001065",2,"-",4750
"3","Holding","George","NC","N00033399","H001065",2,"+",0
"3","Holt","Rush","NJ","N00000860","H001032",12,"-",5500
"3","Holt","Rush","NJ","N00000860","H001032",12,"+",7950
"3","Honda","Michael","CA","N00012611","H001034",17,"-",8550
"3","Honda","Michael","CA","N00012611","H001034",17,"+",1300
"3","Horsford","Steven","NV","N00033638","H001066",4,"-",11250
"3","Horsford","Steven","NV","N00033638","H001066",4,"+",500
"3","Hoyer","Steny","MD","N00001821","H000874",5,"-",75000
"3","Hoyer","Steny","MD","N00001821","H000874",5,"+",0
"3","Hudson","Richard","NC","N00033630","H001067",9,"-",18250
"3","Hudson","Richard","NC","N00033630","H001067",9,"+",300
"3","Huelskamp","Tim","KS","N00027649","H001057",1,"-",22550
"3","Huelskamp","Tim","KS","N00027649","H001057",1,"+",500
"3","Huffman","Jared","CA","N00033030","H001068",2,"-",7400
"3","Huffman","Jared","CA","N00033030","H001068",2,"+",0
"3","Huizenga","Bill","MI","N00030673","H001058",4,"-",12300
"3","Huizenga","Bill","MI","N00030673","H001058",4,"+",0
"3","Hultgren","Randy","IL","N00031104","H001059",14,"-",16000
"3","Hultgren","Randy","IL","N00031104","H001059",14,"+",250
"3","Hunter","Duncan","CA","N00029258","H001048",50,"-",8100
"3","Hunter","Duncan","CA","N00029258","H001048",50,"+",0
"3","Hurt","Robert","VA","N00031265","H001060",5,"-",4650
"3","Hurt","Robert","VA","N00031265","H001060",5,"+",0
"3","Israel","Steve","NY","N00013345","I000057",3,"-",8500
"3","Israel","Steve","NY","N00013345","I000057",3,"+",8950
"3","Issa","Darrell","CA","N00007017","I000056",48,"-",54450
"3","Issa","Darrell","CA","N00007017","I000056",48,"+",1500
"3","Jackson Lee","Sheila","TX","N00005818","J000032",18,"-",2500
"3","Jackson Lee","Sheila","TX","N00005818","J000032",18,"+",0
"3","Jeffries","Hakeem","NY","N00033640","J000294",8,"-",2000
"3","Jeffries","Hakeem","NY","N00033640","J000294",8,"+",1000
"3","Jenkins","Lynn","KS","N00029077","J000290",2,"-",102500
"3","Jenkins","Lynn","KS","N00029077","J000290",2,"+",0
"3","Johnson","Bill","OH","N00032088","J000292",6,"-",144635
"3","Johnson","Bill","OH","N00032088","J000292",6,"+",4600
"3","Johnson","Eddie","TX","N00008122","J000126",30,"-",2000
"3","Johnson","Eddie","TX","N00008122","J000126",30,"+",0
"3","Johnson","Henry","GA","N00027848","J000288",4,"-",2500
"3","Johnson","Henry","GA","N00027848","J000288",4,"+",0
"3","Johnson","Sam","TX","N00008028","J000174",3,"-",18000
"3","Johnson","Sam","TX","N00008028","J000174",3,"+",0
"3","Jones","Walter","NC","N00002299","J000255",3,"-",4000
"3","Jones","Walter","NC","N00002299","J000255",3,"+",1000
"3","Jordan","Jim","OH","N00027894","J000289",4,"-",15950
"3","Jordan","Jim","OH","N00027894","J000289",4,"+",0
"3","Joyce","David","OH","N00035007","J000295",14,"-",32900
"3","Joyce","David","OH","N00035007","J000295",14,"+",500
"3","Kaptur","Marcy","OH","N00003522","K000009",9,"-",23100
"3","Kaptur","Marcy","OH","N00003522","K000009",9,"+",1000
"3","Keating","William","MA","N00031933","K000375",9,"-",3500
"3","Keating","William","MA","N00031933","K000375",9,"+",0
"3","Kelly","Mike","PA","N00031647","K000376",16,"-",65750
"3","Kelly","Mike","PA","N00031647","K000376",16,"+",0
"3","Kelly","Robin","IL","N00035215","K000385",2,"-",3500
"3","Kelly","Robin","IL","N00035215","K000385",2,"+",0
"3","Kennedy","Joseph","MA","N00034044","K000379",4,"-",5450
"3","Kennedy","Joseph","MA","N00034044","K000379",4,"+",0
"3","Kildee","Daniel","MI","N00033395","K000380",8,"-",10000
"3","Kildee","Daniel","MI","N00033395","K000380",8,"+",0
"3","Kilmer","Derek","WA","N00034453","K000381",6,"-",6500
"3","Kilmer","Derek","WA","N00034453","K000381",6,"+",1000
"3","Kind","Ron","WI","N00004403","K000188",3,"-",13250
"3","Kind","Ron","WI","N00004403","K000188",3,"+",3000
"3","King","Peter","NY","N00001193","K000210",2,"-",2000
"3","King","Peter","NY","N00001193","K000210",2,"+",2000
"3","King","Steve","IA","N00025237","K000362",4,"-",2000
"3","King","Steve","IA","N00025237","K000362",4,"+",0
"3","Kingston","Jack","GA","N00002656","K000220",1,"-",39825
"3","Kingston","Jack","GA","N00002656","K000220",1,"+",0
"3","Kinzinger","Adam","IL","N00030667","K000378",16,"-",69850
"3","Kinzinger","Adam","IL","N00030667","K000378",16,"+",5000
"3","Kirkpatrick","Ann","AZ","N00029260","K000368",2,"-",18300
"3","Kirkpatrick","Ann","AZ","N00029260","K000368",2,"+",0
"3","Kline","John","MN","N00004436","K000363",2,"-",10000
"3","Kline","John","MN","N00004436","K000363",2,"+",0
"3","Kuster","Ann","NH","N00030875","K000382",2,"-",2500
"3","Kuster","Ann","NH","N00030875","K000382",2,"+",6950
"3","LaMalfa","Doug","CA","N00033987","L000578",1,"-",17500
"3","LaMalfa","Doug","CA","N00033987","L000578",1,"+",0
"3","Labrador","Raúl","ID","N00031377","L000573",1,"-",2500
"3","Labrador","Raúl","ID","N00031377","L000573",1,"+",0
"3","Lamborn","Doug","CO","N00028133","L000564",5,"-",20500
"3","Lamborn","Doug","CO","N00028133","L000564",5,"+",0
"3","Lance","Leonard","NJ","N00000898","L000567",7,"-",6000
"3","Lance","Leonard","NJ","N00000898","L000567",7,"+",0
"3","Langevin","James","RI","N00009724","L000559",2,"-",3050
"3","Langevin","James","RI","N00009724","L000559",2,"+",0
"3","Larsen","Rick","WA","N00009759","L000560",2,"-",6500
"3","Larsen","Rick","WA","N00009759","L000560",2,"+",0
"3","Larson","John","CT","N00000575","L000557",1,"-",10000
"3","Larson","John","CT","N00000575","L000557",1,"+",1000
"3","Latham","Tom","IA","N00004227","L000111",3,"-",34400
"3","Latham","Tom","IA","N00004227","L000111",3,"+",3500
"3","Latta","Robert","OH","N00012233","L000566",5,"-",48850
"3","Latta","Robert","OH","N00012233","L000566",5,"+",10450
"3","Lee","Barbara","CA","N00008046","L000551",12,"-",7100
"3","Lee","Barbara","CA","N00008046","L000551",12,"+",0
"3","Levin","Sander","MI","N00003950","L000263",9,"-",8500
"3","Levin","Sander","MI","N00003950","L000263",9,"+",1000
"3","Lewis","John","GA","N00002577","L000287",5,"-",2750
"3","Lewis","John","GA","N00002577","L000287",5,"+",0
"3","Lipinski","Daniel","IL","N00027239","L000563",3,"-",5000
"3","Lipinski","Daniel","IL","N00027239","L000563",3,"+",0
"3","LoBiondo","Frank","NJ","N00000851","L000554",2,"-",4000
"3","LoBiondo","Frank","NJ","N00000851","L000554",2,"+",250
"3","Loebsack","David","IA","N00027741","L000565",2,"-",4750
"3","Loebsack","David","IA","N00027741","L000565",2,"+",0
"3","Lofgren","Zoe","CA","N00007479","L000397",18,"-",2000
"3","Lofgren","Zoe","CA","N00007479","L000397",18,"+",10400
"3","Long","Billy","MO","N00030676","L000576",7,"-",48650
"3","Long","Billy","MO","N00030676","L000576",7,"+",0
"3","Lowenthal","Alan","CA","N00033274","L000579",47,"-",10500
"3","Lowenthal","Alan","CA","N00033274","L000579",47,"+",0
"3","Lowey","Nita","NY","N00001024","L000480",17,"-",500
"3","Lowey","Nita","NY","N00001024","L000480",17,"+",0
"3","Lucas","Frank","OK","N00005559","L000491",3,"-",49550
"3","Lucas","Frank","OK","N00005559","L000491",3,"+",0
"3","Luetkemeyer","Blaine","MO","N00030026","L000569",3,"-",5500
"3","Luetkemeyer","Blaine","MO","N00030026","L000569",3,"+",0
"3","Lujan Grisham","Michelle","NM","N00029400","L000580",1,"-",9200
